Address,Latitude,Longitude,Price,Postcode,Postcode District,Crime Rate,Income
"Lower Addiscombe Road, Croydon, CR0",51.3801046,-0.0735705,374950.0,CR0 6RD,CR0 6,59.0,48100.0
"Woodcote Grove Road, Coulsdon, CR5",51.3256458,-0.1378858,500000.0,CR5 2AB,CR5 2,42.0,48300.0
"Wandle Road, Croydon, CR0",51.3694967,-0.1011567,585000.0,CR0 1ST,CR0 1,21.0,43600.0
"Bramley Hill, South Croydon",51.3647377,-0.1039656,260000.0,CR2 6LY,CR2 6,50.0,43600.0
"Werndee Road, Norwood, London, SE25",51.3958271,-0.0700561,375000.0,SE25 5JZ,SE25 5,42.0,51000.0
"Sylvan Road, Crystal Palace, London, SE19",51.4127276,-0.0820688,820000.0,SE19 2QB,SE19 2,19.0,50600.0
"Yew Tree Walk, Purley",51.342422,-0.1042053,895000.0,CR8 1HB,CR8 1,42.0,43400.0
"Foxley Lane, Purley",51.3427619,-0.1302612,230000.0,CR8 3EE,CR8 3,25.0,48300.0
"Beverstone Road, Thornton Heath, CR7",51.397484,-0.1102024,260000.0,CR7 7LT,CR7 7,22.0,58700.0
"Hayes Lane, Kenley, CR8",51.3122035,-0.1043065,375000.0,CR8 5PD,CR8 5,35.0,43400.0
"Leslie Park Road, Croydon",51.3793006,-0.0863842,210000.0,CR0 6TP,CR0 6,39.0,54000.0
"Chelsham Road, South Croydon,",51.3561615,-0.0946516,140000.0,CR2 6HZ,CR2 6,22.0,61900.0
"Ellenbridge Way, South Croydon, CR2 0EU",51.3465243,-0.0843119,270500.0,CR2 0EU,CR2 0,18.0,61900.0
"Kendra Hall Road, South Croydon",51.3533183,-0.1079652,580000.0,CR2 6LS,CR2 6,28.0,48300.0
"Brighton Road,Purley,CR8",51.3277887,-0.128241,410000.0,CR8 4HF,CR8 4,30.0,48300.0
"Holmesdale Road, London",51.575313,-0.1416519,1000000.0,N6 5TJ,N6 5,30.0,45200.0
"Kersey Drive, South Croydon, CR2",51.3341972,-0.0551011,315000.0,CR2 8SX,CR2 8,33.0,45900.0
"Homefield Road, Coulsdon",51.319941,-0.141267,375000.0,CR5 3BA,CR5 3,32.0,48300.0
"Manor Way, South Croydon, CR2",51.358033,-0.0825475,375000.0,CR2 7BS,CR2 7,19.0,50900.0
"Cherry Orchard Road, Croydon, London, CR0 6BE",51.3792861,-0.0884787,450000.0,CR0 6BE,CR0 6,19.0,54000.0
"Maryhill Close, Kenley, Surrey",51.3146212,-0.1003065,750000.0,CR8 5HU,CR8 5,18.0,43400.0
"Maryhill Close, Kenley, Surrey",51.3146212,-0.1003065,570000.0,CR8 5HU,CR8 5,39.0,43400.0
"Farnborough Crescent, South Croydon, Surrey",51.3494643,-0.0453168,230000.0,CR2 8HA,CR2 8,33.0,50200.0
"Warbank Crescent, Croydon",51.3398655,-0.0019669,1000000.0,CR0 0AY,CR0 0,32.0,47200.0
"Cullesden Road, Kenley, CR8",51.3226136,-0.1110388,800000.0,CR8 5LD,CR8 5,19.0,43400.0
"Davidson Road, Croydon",51.3869565,-0.0824022,570000.0,CR0 6DD,CR0 6,26.0,59400.0
"Wrights Road, London, SE25",51.4025367,-0.0845374,575000.0,SE25 6RY,SE25 6,28.0,51400.0
"Auckland Road, Crystal Palace",51.4098545,-0.0813485,575000.0,SE19 2DQ,SE19 2,30.0,50600.0
"Tunstall Road, Croydon",51.3773951,-0.0838955,385000.0,CR0 6TQ,CR0 6,39.0,54000.0
"Alderton Road, Croydon, CR0",51.3855668,-0.0752873,365000.0,CR0 6HL,CR0 6,33.0,51000.0
"Burlington Road, Thornton Heath, CR7",51.4074422,-0.0951254,575000.0,CR7 8HY,CR7 8,37.0,49900.0
"Woodmere Close, Croydon",51.3840303,-0.0492181,325000.0,CR0 7PE,CR0 7,28.0,59300.0
"Parker Road, Croydon",51.3667431,-0.1000818,580000.0,CR0 1DU,CR0 1,25.0,43600.0
"Stoneyfield Road, Coulsdon, Surrey, CR5",51.3122703,-0.1262847,700000.0,CR5 2HG,CR5 2,26.0,43400.0
"Ownstead Gardens, South Croydon, Surrey, CR2 0HH",51.3399305,-0.0837708,345000.0,CR2 0HH,CR2 0,43.0,61900.0
"Sandown Road, London",51.3940409,-0.064973,240000.0,SE25 4XE,SE25 4,46.0,50800.0
"Inglewood, Pixton Way, Forestdale, Croydon, CR0 9LN",51.345018,-0.0380398,465000.0,CR0 9HX,CR0 9,26.0,60700.0
"Alexandra Road, East Croydon",51.3824095,-0.0870984,400000.0,CR0 6AA,CR0 6,39.0,54000.0
"Bishops Park Road, London, SW16",51.411771,-0.1257777,580000.0,SW16 5TS,SW16 5,41.0,57100.0
"Watcombe Road, London",51.3944267,-0.0657291,450000.0,SE25 4UZ,SE25 4,32.0,50800.0
"Hartscroft, Linton Glade, Croydon",51.3452867,-0.0439944,475000.0,CR0 9LQ,CR0 9,37.0,45900.0
"Upper Selsdon Road, South Croydon, CR2",51.3475459,-0.0750506,575000.0,CR2 0DU,CR2 0,32.0,45900.0
"Wheat Knoll, Kenley, CR8",51.31833,-0.1066303,300000.0,CR8 5JQ,CR8 5,28.0,43400.0
"Lower Road, Kenley, CR8",51.3290784,-0.1083167,588000.0,CR8 5NH,CR8 5,46.0,43400.0
"Bredon Road, Croydon, CR0",51.3843928,-0.0792784,325000.0,CR0 6JH,CR0 6,39.0,59400.0
"London Road, Croydon, CR0",51.3867402,-0.1107973,765000.0,CR0 2SW,CR0 2,28.0,56500.0
"London Road, Thornton Heath, CR7",51.4003449,-0.1177289,375000.0,CR7 7PJ,CR7 7,50.0,49600.0
"Gipsy Hill, Crystal Palace, London, SE19",51.4206248,-0.0832578,190000.0,SE19 1PD,SE19 1,25.0,59900.0
"Cintra Park, Crystal Palace, London, SE19",51.4176896,-0.076951,825000.0,SE19 2LH,SE19 2,59.0,58700.0
"Cintra Park, Crystal Palace, London, SE19",51.4176896,-0.076951,300000.0,SE19 2LH,SE19 2,26.0,58700.0
"Martin Crescent, Croydon, CR0",51.3786972,-0.1180808,350000.0,CR0 3JQ,CR0 3,46.0,56500.0
"Boulogne Road, Croydon, CR0",51.389348,-0.0974127,325000.0,CR0 2QT,CR0 2,39.0,58700.0
"St Lukes Close, South Norwood",51.39813359999999,-0.0716,340000.0,SE25 4UQ,SE25 4,37.0,51400.0
"Tipton Drive, Croydon",51.3664819,-0.0860476,1000000.0,CR0 5JY,CR0 5,37.0,50500.0
"Cotford Road, Thornton Heath",51.3980902,-0.0985394,765000.0,CR7 8RB,CR7 8,28.0,58700.0
"Lancaster Road, South Norwood",51.4032114,-0.0745002,625000.0,SE25 4DG,SE25 4,44.0,51400.0
"Plough Lane, Purley, CR8",51.3409827,-0.1240246,475000.0,CR8 3EE,CR8 3,30.0,48300.0
"South Norwood Hill, South Norwood",51.4038073,-0.0809413,525000.0,SE25 4AE,SE25 4,30.0,51400.0
"Ingham Road, South Croydon, Surrey",51.3480063,-0.0556621,370000.0,CR2 8LT,CR2 8,37.0,45900.0
"Arkwright Road, Sanderstead, Surrey",51.3449785,-0.0796847,695000.0,CR2 0EN,CR2 0,10.0,61900.0
"Bishops Park Road, Norbury",51.4117944,-0.1257951,230000.0,SW16 5TS,SW16 5,18.0,57100.0
"Lower Addiscombe Road, Croydon, CR0",51.3801046,-0.0735705,375000.0,CR0 6RD,CR0 6,30.0,48100.0
"Farm Fields, Sanderstead, Surrey",51.3407098,-0.0828881,325000.0,CR2 0HQ,CR2 0,39.0,61900.0
"Shaw Crescent, Sanderstead",51.3353491,-0.0831573,925000.0,CR2 9JA,CR2 9,50.0,61900.0
"Stoneyfield Road, Coulsdon, Surrey, CR5",51.3122703,-0.1262847,825000.0,CR5 2HG,CR5 2,50.0,43400.0
"South Park Hill Road, South Croydon, CR2",51.3641891,-0.091223,500000.0,CR2 7DW,CR2 7,33.0,50500.0
"Colescroft Hill, Purley, Surrey",51.320064,-0.115666,1150000.0,CR8 4BB,CR8 4,41.0,43400.0
"Bramley Hill, South Croydon",51.3647377,-0.1039656,400000.0,CR2 6LY,CR2 6,42.0,43600.0
"Marston Way, London, SE19",51.4162158,-0.1027715,545000.0,SE19 3JB,SE19 3,37.0,70100.0
"Church Road, Kenley",51.3220404,-0.0990652,825000.0,CR8 5DW,CR8 5,28.0,43400.0
"Kearton Close, Kenley, CR8",51.3124114,-0.1013981,580000.0,CR8 5EN,CR8 5,21.0,43400.0
"Riddlesdown Road, Purley, CR8",51.3274728,-0.0979492,475000.0,CR8 1EW,CR8 1,39.0,43400.0
"Northway Road, Addiscombe, CR0",51.3860966,-0.0781562,775000.0,CR0 6JF,CR0 6,71.0,59400.0
"Dale Road, Purley, Surrey",51.3337799,-0.1134111,439995.0,CR8 2ED,CR8 2,33.0,43400.0
"Caterham Court, 77 Beauchamp Road, Thornton Heath, London The Metropolis[8]",51.4090704,-0.0915618,700000.0,SE19 3TT,SE19 3,46.0,49900.0
"Church Road, Kenley",51.3220404,-0.0990652,325000.0,CR8 5DW,CR8 5,42.0,43400.0
"Bradmore Way, Coulsdon",51.3093858,-0.1288867,500000.0,CR5 1PE,CR5 1,41.0,43400.0
"South Drive, Coulsdon",51.3239382,-0.1361048,450000.0,CR5 2BG,CR5 2,39.0,48300.0
"Dornton Road, South Croydon",51.3606894,-0.0909879,525000.0,CR2 7DR,CR2 7,39.0,50500.0
"Amberley Grove, CROYDON, Surrey, CR0",51.3826318,-0.0797414,800000.0,CR0 6ND,CR0 6,32.0,59400.0
"Haling Park Road, South Croydon, CR2",51.3573669,-0.1009248,390000.0,CR2 6NJ,CR2 6,25.0,43600.0
"Pollards Hill North, LONDON",51.4040551,-0.1239563,650000.0,SW16 4NJ,SW16 4,33.0,56900.0
"The Vale, Coulsdon",51.3282433,-0.1343192,450000.0,CR5 2AU,CR5 2,43.0,48300.0
"Bennetts Way, Croydon, CR0",51.3733493,-0.0397046,250000.0,CR0 8AG,CR0 8,18.0,50200.0
"Briar Avenue, London, SW16",51.4176068,-0.1197931,450000.0,SW16 3JL,SW16 3,39.0,57100.0
"Selhurst Place, London, SE25",51.3874898,-0.088941,895000.0,SE25 5PY,SE25 5,71.0,54000.0
"Anerley Hill, London, SE19",51.4191411,-0.0756208,475000.0,SE19 2AD,SE19 2,24.0,58700.0
"Greencourt Avenue, Shirley Park",51.6021893,-0.2750631,500000.0,HA8 5SP,HA8 5,25.0,59900.0
"Cherry Orchard Road, Croydon, London, CR0 6BE",51.3792861,-0.0884787,830000.0,CR0 6BE,CR0 6,50.0,54000.0
"Bothwell Road, New Addington, Croydon, Surrey",51.3446792,-0.0153957,680000.0,CR0 0NR,CR0 0,28.0,50000.0
"Queen Mary Road, London, SE19",51.4207832,-0.1034512,415000.0,SE19 3NP,SE19 3,22.0,70100.0
"Chinthurst Mews, Coulsdon",51.317564,-0.1574119,360000.0,CR5 3AY,CR5 3,21.0,60400.0
"College Green, London, SE19",51.4159761,-0.0870722,270000.0,SE19 3PR,SE19 3,21.0,49900.0
"Lion Green Road, Coulsdon  CR5 2NL",51.3192259,-0.1399814,225000.0,CR5 2NL,CR5 2,30.0,48300.0
"Auckland Road, London, SE19",51.4098545,-0.0813485,525000.0,SE19 2DQ,SE19 2,25.0,50600.0
"Pembroke Road, London, SE25",51.3970213,-0.0877166,325000.0,SE25 6PX,SE25 6,37.0,59400.0
"Portland Road, London",51.5097213,-0.2100474,320000.0,W11 4LJ,W11 4,39.0,71300.0
"Highbury Avenue, Thornton Heath, CR7",51.4072987,-0.1099131,420000.0,CR7 8BN,CR7 8,59.0,58700.0
"Kingsway Avenue, South Croydon",51.3458541,-0.0555714,325000.0,CR2 8NF,CR2 8,59.0,45900.0
"Saffron Central Square, Croydon, CR0",51.3795961,-0.0989843,300000.0,CR0 2FR,CR0 2,28.0,54000.0
"Coulsdon Road, Old Coulsdon",51.3028845,-0.1184085,615000.0,CR5 1EG,CR5 1,59.0,43400.0
"Palace Square, Crystal Palace, SE19",51.4170323,-0.0767343,475000.0,SE19 2LT,SE19 2,59.0,58700.0
"Colson Road, Croydon, CR0",51.375919,-0.0901464,180000.0,CR0 6UA,CR0 6,59.0,54000.0
"Ridgemount Avenue, Coulsdon, Surrey",51.3140905,-0.1559805,900000.0,CR5 3AR,CR5 3,30.0,48300.0
"Ridgemount Avenue, Coulsdon, Surrey",51.3140905,-0.1559805,250000.0,CR5 3AR,CR5 3,42.0,48300.0
"Drive Mead, Coulsdon, CR5",51.325455,-0.1340991,650000.0,CR5 2BD,CR5 2,30.0,48300.0
"St Stephens Crescent, Thornton Heath, CR7",51.401766,-0.1157203,850000.0,CR7 7NH,CR7 7,50.0,49600.0
"Denning Avenue, Croydon",51.3635002,-0.1136509,599000.0,CR0 4ED,CR0 4,37.0,48300.0
"Selsdon Road, South Croydon",51.3564758,-0.0931225,245000.0,CR2 7AW,CR2 7,37.0,61900.0
Iron Railway Close,51.3171102,-0.1405377,650000.0,CR5 3JW,CR5 3,43.0,48300.0
"Apple Yard, London",51.5072178,-0.1275862,750000.0,SW1A 2DX,SW1A 2,25.0,60300.0
"Montague Avenue, Sanderstead",51.33421310000001,-0.0754487,700000.0,CR2 9AA,CR2 9,71.0,45900.0
"Eland Road, Croydon, CR0",51.3712735,-0.1098746,160000.0,CR0 4LJ,CR0 4,59.0,43600.0
"Capri Road, Addiscombe",51.3820541,-0.0761668,410000.0,CR0 6LF,CR0 6,41.0,48100.0
"Carolina Road, Thornton Heath, Surrey",51.409272,-0.1029075,290000.0,CR7 8DS,CR7 8,41.0,70100.0
"Carolina Road, Thornton Heath, Surrey",51.409272,-0.1029075,300000.0,CR7 8DS,CR7 8,26.0,70100.0
"Bramley Hill, South Croydon, CR2",51.3647377,-0.1039656,450000.0,CR2 6LY,CR2 6,42.0,43600.0
"Whiteley Road, London, SE19",51.4242793,-0.088939,925000.0,SE19 1JU,SE19 1,46.0,59900.0
"Love Lane, South Norwood",51.39813359999999,-0.0716,450000.0,SE25 4UQ,SE25 4,37.0,51400.0
"Benett Gardens, London, SW16",51.4081547,-0.1309471,389950.0,SW16 4QD,SW16 4,46.0,56900.0
"Ruxton Close, Coulsdon, CR5",51.3228808,-0.1456307,485000.0,CR5 2DY,CR5 2,32.0,48300.0
"Coombe Lane, Croydon, Surrey, CR0 5RF",51.3593848,-0.0585798,190000.0,CR0 5RF,CR0 5,50.0,47800.0
"Colson Road, Croydon, CR0",51.375919,-0.0901464,900000.0,CR0 6UA,CR0 6,41.0,54000.0
"Park Lane, Croydon, CR0",51.3706148,-0.0967915,780000.0,CR0 1JE,CR0 1,37.0,43600.0
"Whytecliffe Road South, Purley, CR8",51.3386442,-0.1135356,325000.0,CR8 2YU,CR8 2,18.0,43400.0
"Maberley Road, Upper Norwood, London, SE19",51.4130249,-0.0736089,190000.0,SE19 2AP,SE19 2,28.0,50600.0
"Belmont Road, South Norwood",51.3916856,-0.0638208,500000.0,SE25 4QF,SE25 4,39.0,50800.0
"Stanley Road, Croydon",51.387009,-0.114415,500000.0,CR0 3QB,CR0 3,59.0,56500.0
"Colson Road, Croydon",51.375919,-0.0901464,585000.0,CR0 6UA,CR0 6,25.0,54000.0
"Colson Road, Croydon",51.375919,-0.0901464,665000.0,CR0 6UA,CR0 6,43.0,54000.0
"Beulah Hill, London",51.4164379,-0.096781,785000.0,SE19 3EB,SE19 3,43.0,70100.0
"Arundel Avenue, South Croydon",51.3431694,-0.0715532,600000.0,CR2 8BB,CR2 8,28.0,45900.0
"French Apartments, Lansdowne Road, Purley",51.3351949,-0.1199497,775000.0,CR8 2PJ,CR8 2,19.0,48300.0
"Willow Wood Crescent, London",51.3887729,-0.0875993,250000.0,SE25 5PZ,SE25 5,22.0,59400.0
"Downs Court Road, Purley",51.331986,-0.1068727,375000.0,CR8 1BA,CR8 1,26.0,43400.0
"Laurel Court, Selhurst Rd, London, London The Metropolis[8]",51.3946199,-0.0850032999999999,685000.0,SE25 6LZ,SE25 6,21.0,59400.0
"Church Street, Croydon, Surrey",51.3734197,-0.1034812,400000.0,CR0 1RH,CR0 1,21.0,43600.0
"Masons Avenue, Croydon, CR0",51.3687387,-0.0988271,400000.0,CR0 9XS,CR0 9,46.0,43600.0
"Cheston Avenue, Shirley, Croydon, CR0",51.3775916,-0.0401475,350000.0,CR0 8DB,CR0 8,40.0,59300.0
"Livingstone Road, Thornton Heath, CR7",51.4062746,-0.0936051,525000.0,CR7 8JN,CR7 8,30.0,50600.0
"Woodcote Grove Road, Coulsdon",51.3256458,-0.1378858,585000.0,CR5 2AB,CR5 2,46.0,48300.0
"Kendall Avenue, South Croydon, CR2",51.3446051,-0.0982352,375000.0,CR2 0QQ,CR2 0,33.0,43400.0
"Thanescroft Gardens, Croydon",51.3693835,-0.084115,285000.0,CR0 5LD,CR0 5,41.0,50500.0
"Turnpike Link, Croydon",51.3736458,-0.0853191,400000.0,CR0 5NH,CR0 5,59.0,50500.0
"Whitefield Avenue, Purley, CR8",51.3175051,-0.1136893,275000.0,CR8 4BJ,CR8 4,59.0,43400.0
"Greville Avenue, South Croydon, Surrey",51.343465,-0.0513858,825000.0,CR2 8NL,CR2 8,19.0,45900.0
"ALTITUDE APARTMENTS CR0, Central Croydon, Croydon, CR0",51.3752416,-0.1020895,475000.0,CR9 1SD,CR9 1,29.0,43600.0
"Teevan Road, Croydon, CR0",51.382697,-0.0719106,325000.0,CR0 6RN,CR0 6,33.0,48100.0
"Station Road, Croydon",51.3787882,-0.1017043,239950.0,CR0 2RB,CR0 2,33.0,56500.0
"Station Road, Croydon",51.3787882,-0.1017043,375000.0,CR0 2RB,CR0 2,19.0,56500.0
"The Grove, Coulsdon",51.3244399,-0.1370841,270000.0,CR5 2BH,CR5 2,50.0,48300.0
"Station Road, Croydon",51.3787882,-0.1017043,330500.0,CR0 2RB,CR0 2,50.0,56500.0
"Station Road, Croydon",51.3787882,-0.1017043,500000.0,CR0 2RB,CR0 2,40.0,56500.0
"Station Road, Croydon",51.3787882,-0.1017043,330000.0,CR0 2RB,CR0 2,30.0,56500.0
"Waddon Road, CROYDON, Surrey, CR0",51.3717968,-0.1122715,550000.0,CR0 4JH,CR0 4,18.0,43600.0
"Brierley Close, London, SE25",51.3968675,-0.0683593,590000.0,SE25 4LT,SE25 4,25.0,51000.0
"Purley Way, Croydon",51.36269,-0.1181029,750000.0,CR0 4RE,CR0 4,26.0,58100.0
"Virginia Road, Thornton Heath, CR7",51.4127611,-0.1054046,310000.0,CR7 8EG,CR7 8,30.0,70100.0
"Woodstock Road, Coulsdon, Surrey, CR5",51.3181155,-0.1542367,325000.0,CR5 3HS,CR5 3,39.0,48300.0
"Couldon, Surrey",51.319941,-0.141267,700000.0,CR5 3BA,CR5 3,29.0,48300.0
"Woodside Road, South Norwood",51.3872198,-0.0667403,375000.0,SE25 5DP,SE25 5,30.0,48100.0
"Border Gardens, Croydon",51.3665886,-0.0260589,475000.0,CR0 8LQ,CR0 8,29.0,49400.0
"St Peters Road, Croydon, CR0",51.3638891,-0.0951311,149000.0,CR0 1HS,CR0 1,46.0,43600.0
"Broad Green Avenue, CROYDON, Surrey, CR0",51.3860014,-0.1088443,225000.0,CR0 2SZ,CR0 2,59.0,56500.0
"Warbank Crescent, New Addington, Croydon, Surrey",51.3398655,-0.0019669,700000.0,CR0 0AY,CR0 0,33.0,47200.0
"Warbank Crescent, New Addington, Croydon, Surrey",51.3398655,-0.0019669,190000.0,CR0 0AY,CR0 0,44.0,47200.0
"Goodenough Way, Coulsdon",51.2988561,-0.1229394,435000.0,CR5 1BU,CR5 1,59.0,43400.0
"Albert Road, South Norwood",51.3952622,-0.063772,650000.0,SE25 4JP,SE25 4,41.0,50800.0
"Church Road, Crystal Palace",51.4146866,-0.0832122,900000.0,SE19 2QP,SE19 2,19.0,49900.0
"Norbury Crescent, London, SW16",51.4082948,-0.1161664,950000.0,SW16 4JT,SW16 4,25.0,57100.0
"Church Road, Upper Norwood, London, SE19",51.4176303,-0.080742,375000.0,SE19 2ET,SE19 2,50.0,49900.0
"Downsview Road, London, SE19",51.4151218,-0.1007621,315000.0,SE19 3XB,SE19 3,42.0,70100.0
"Ingram Road, Thornton Heath",51.4110998,-0.0998291,235000.0,CR7 8HX,CR7 8,24.0,70100.0
"Salcot Crescent, New Addington, Croydon",51.3420665,-0.0136389,400000.0,CR0 0JJ,CR0 0,46.0,50000.0
"Pinnacle Apartments, Saffron Central Square, Croydon, CR0",51.3789226,-0.0994397,575000.0,CR9 2BY,CR9 2,19.0,54000.0
"Purley Bury Avenue, Purley, CR8",51.3404457,-0.1042043,500000.0,CR8 1JF,CR8 1,19.0,43400.0
"Portland Road, London",51.5097213,-0.2100474,270000.0,W11 4LJ,W11 4,41.0,71300.0
"Prince Road, London, SE25",51.3950187,-0.0868855,375000.0,SE25 6NR,SE25 6,71.0,59400.0
"London Road, Croydon, CR0",51.3867402,-0.1107973,300000.0,CR0 2SW,CR0 2,33.0,56500.0
Greenway Gardens Croydon CR0,51.3686172,-0.0385977,780000.0,CR0 8QJ,CR0 8,44.0,50200.0
"Werndee Road, London",51.3958271,-0.0700561,300000.0,SE25 5JZ,SE25 5,22.0,51000.0
"Werndee Road, London",51.3958271,-0.0700561,450000.0,SE25 5JZ,SE25 5,46.0,51000.0
Edward Road Coulsdon Surrey,51.3208144,-0.1363266,650000.0,CR5 2NQ,CR5 2,25.0,48300.0
"Godstone Road, Kenley, CR8",51.3224777,-0.0924383,255000.0,CR8 5AJ,CR8 5,22.0,43400.0
"Sanderstead Road, SOUTH CROYDON, Surrey, CR2",51.3471867,-0.0936181,400000.0,CR2 0PN,CR2 0,39.0,61900.0
"Woodplace Lane, Coulsdon",51.3010757,-0.1447054,290000.0,CR5 1NF,CR5 1,30.0,43400.0
"Church Road, Central Croydon, Croydon, CR0",51.3681259,-0.0421566,365000.0,CR0 5AE,CR0 5,59.0,50200.0
"Park Hill Road, Lloyd Park, Croydon, CR0",51.3706603,-0.086334,385000.0,CR0 5NF,CR0 5,30.0,50500.0
"Pleydell Avenue, Crystal Palace, London, SE19",51.417591,-0.0752634,1000000.0,SE19 2LP,SE19 2,41.0,58700.0
"Christian Fields, Streatham",51.4307467,-0.1294977,230000.0,SW16 1BB,SW16 1,37.0,50600.0
"Smitham Downs Road, Purley",51.3290294,-0.1339279,775000.0,CR8 4ND,CR8 4,30.0,48300.0
"Waldegrave Road, Upper Norwood, London, SE19",51.4159272,-0.0745202,525000.0,SE19 2AL,SE19 2,71.0,58700.0
"Bramley Hill, South Croydon",51.3647377,-0.1039656,450000.0,CR2 6LY,CR2 6,71.0,43600.0
"Vanguard Close, Croydon",51.3786454,-0.1084377,525000.0,CR0 3RE,CR0 3,19.0,56500.0
"Campbell Road, Croydon, CR0",51.3868558,-0.1091784,175000.0,CR0 2SQ,CR0 2,37.0,56500.0
"Campbell Road, Croydon, CR0",51.3868558,-0.1091784,350000.0,CR0 2SQ,CR0 2,19.0,56500.0
"Foxley Lane, Purley, Surrey, CR8",51.3427619,-0.1302612,373000.0,CR8 3EE,CR8 3,30.0,48300.0
"Longheath Gardens, Croydon",51.3929873,-0.0543104,600000.0,CR0 7TR,CR0 7,19.0,50800.0
"Haling Road, South Croydon",51.3585831,-0.0961022,595000.0,CR2 6HS,CR2 6,21.0,43600.0
"Warham Road, South Croydon, CR2",51.3629251,-0.1021774,465000.0,CR2 6LG,CR2 6,71.0,43600.0
"Uplands Road, Kenley, Surrey, CR8",51.3137837,-0.1025286,367000.0,CR8 5EE,CR8 5,59.0,43400.0
"Grange Park Road, Thornton Heath, Surrey",51.4002722,-0.0951337,425000.0,CR7 8QA,CR7 8,37.0,58700.0
"Grange Park Road, Thornton Heath, Surrey",51.4002722,-0.0951337,150000.0,CR7 8QA,CR7 8,39.0,58700.0
"1272 London Road, London",51.4494391,-0.2420994,375000.0,SW15 4DQ,SW15 4,26.0,44000.0
"Callow Field, Purley",51.3293067,-0.1186298,229995.0,CR8 4DU,CR8 4,46.0,43400.0
"Rectory Park, South Croydon, ,, CR2 9JQ",51.3326204,-0.0847123,625000.0,CR2 9JL,CR2 9,42.0,61900.0
"Albert Road, LONDON",51.6013524,-0.1316844,250000.0,N22 7AH,N22 7,21.0,56900.0
"Melville Lee Gardens, Old Coulsdon, CR5",51.298482,-0.114175,660000.0,CR5 1PX,CR5 1,21.0,43400.0
"Whitefield Avenue, Purley",51.3175051,-0.1136893,750000.0,CR8 4BJ,CR8 4,30.0,43400.0
"Holmesdale Close, South Norwood, London, SE25",51.4004417,-0.078518,265000.0,SE25 6PW,SE25 6,32.0,51400.0
"Sherwood Road, Addiscombe, CR0",51.3814276,-0.0666595,230000.0,CR0 7DH,CR0 7,19.0,48100.0
"Waddon Road, Croydon, CR0",51.3717968,-0.1122715,314000.0,CR0 4JH,CR0 4,39.0,43600.0
"Gwynne Avenue, Croydon, CR0",51.3857969,-0.0509249,475000.0,CR0 7RN,CR0 7,50.0,50800.0
"Hetley Gardens, London, SE19",51.415411,-0.0801878,250000.0,SE19 2XA,SE19 2,52.0,50600.0
"Farquharson Road, Croydon",51.3816205,-0.1024274,200000.0,CR0 2UH,CR0 2,39.0,56500.0
"Hillside Avenue, Purley, Surrey",51.3317609,-0.1116486,435000.0,CR8 2DP,CR8 2,46.0,43400.0
"Kynaston Road, Thornton Heath, CR7",51.3943878,-0.0983123,700000.0,CR7 7AZ,CR7 7,30.0,58700.0
"Westbury Road, Croydon",51.387545,-0.0929596,435000.0,CR0 2ES,CR0 2,26.0,54000.0
"Grafton Road, Croydon",51.3789312,-0.112116,799950.0,CR0 3RP,CR0 3,59.0,56500.0
"Little Roke Avenue, Kenley",51.3277284,-0.1079864,550000.0,CR8 5NE,CR8 5,33.0,43400.0
"Bennetts Way, Croydon",51.3733493,-0.0397046,375000.0,CR0 8AG,CR0 8,46.0,50200.0
"Cranbrook Road, Thornton Heath",51.4085277,-0.0964673,375000.0,CR7 8PP,CR7 8,71.0,70100.0
"Harrington Road, South Norwood, London",51.3984172,-0.0632704,900000.0,SE25 4LY,SE25 4,71.0,71600.0
"Pixton Way, Croydon, Surrey",51.3473902,-0.0416323,275000.0,CR0 9JQ,CR0 9,71.0,50200.0
"Patterson Road, London, SE19",51.4184073,-0.0788085,280000.0,SE19 2LF,SE19 2,71.0,49900.0
"Famet Gardens, Kenley, Surrey",51.3283311,-0.106191,275000.0,CR8 5AL,CR8 5,71.0,43400.0
"Famet Gardens, Kenley, Surrey",51.3283311,-0.106191,775000.0,CR8 5AL,CR8 5,71.0,43400.0
"Canterbury Road, Croydon, Croydon",51.3856374,-0.1159198,300000.0,CR0 3HD,CR0 3,71.0,56500.0
"Deanfield Gardens, Hurst Road, Croydon, CR0",51.3641395,-0.0943938999999999,325000.0,CR0 1JU,CR0 1,71.0,43600.0
"Pampisford Road, South Croydon",51.349862,-0.1075574,375000.0,CR2 6GP,CR2 6,71.0,43400.0
"Melfort Road, Thornton Heath, CR7",51.4016388,-0.1057673,275000.0,CR7 7RL,CR7 7,71.0,58700.0
"Sanderstead Hill, Sanderstead, South Croydon, CR2",51.3385161,-0.0830493,260000.0,CR2 0HA,CR2 0,71.0,61900.0
"Auckland Road, London, SE19",51.4098545,-0.0813485,799950.0,SE19 2DQ,SE19 2,44.0,50600.0
"Bridle Road, Croydon, Croydon",51.369971,-0.0310448,450000.0,CR0 8NG,CR0 8,26.0,49400.0
"Sanderstead Road, South Croydon, CR2",51.3471867,-0.0936181,925000.0,CR2 0PN,CR2 0,29.0,61900.0
"Aschurch Road, Croydon",51.3855875,-0.0766862,875000.0,CR0 6JS,CR0 6,42.0,59400.0
"Hartley Down, Purley, Surrey",51.3254039,-0.1260476,750000.0,CR8 4EA,CR8 4,39.0,43400.0
"Thornhill Road, Croydon",51.3841867,-0.098922,800000.0,CR0 2JH,CR0 2,39.0,58700.0
